Date,Open,High,Low,Close,Volume
2021-08-04,147.270004,147.789993,146.279999,146.949997,56368300.0
2021-08-05,146.979996,147.839996,146.169998,147.059998,46397700.0
2021-08-06,146.350006,147.110001,145.630005,146.139999,54067400.0
2021-08-09,146.199997,146.699997,145.520004,146.089996,48908700.0
2021-08-10,146.440002,147.710007,145.300003,145.600006,69023100.0
2021-08-11,146.050003,146.720001,145.529999,145.860001,48493500.0
2021-08-12,146.190002,149.050003,145.839996,148.889999,72282600.0
2021-08-13,148.970001,149.440002,148.270004,149.100006,59318800.0
2021-08-16,148.539993,151.190002,146.470001,151.119995,103296000.0
2021-08-17,150.229996,151.679993,149.089996,150.190002,92229700.0
2021-08-18,149.800003,150.720001,146.149994,146.360001,86326000.0
2021-08-19,145.029999,148.0,144.5,146.699997,86960300.0
2021-08-20,147.440002,148.5,146.779999,148.190002,59947400.0
2021-08-23,148.309998,150.190002,147.889999,149.710007,60131800.0
2021-08-24,149.449997,150.860001,149.149994,149.619995,48606400.0
2021-08-25,149.809998,150.320007,147.800003,148.360001,58991300.0
2021-08-26,148.350006,149.119995,147.509995,147.539993,48597200.0
2021-08-27,,,,,
2021-08-30,,,,,
2021-08-31,152.660004,152.800003,151.289993,151.830002,86453100.0
